,Date,Team Name,Opponent,Result,G,Goals,Assists,Points,Shots,SOG,Man-Up G,Man-Down G,GB,TO,CT,FO Won,FOs Taken,Pen,Pen Time,G Min,Goals Allowed,Saves,W,L,T,RC,YC,Clears,Att,Clear Pct,OTG,Opp_G,Opp_Goals,Opp_Assists,Opp_Points,Opp_Shots,Opp_SOG,Opp_Man-Up G,Opp_Man-Down G,Opp_GB,Opp_TO,Opp_CT,Opp_FO Won,Opp_FOs Taken,Opp_Pen,Opp_Pen Time,Opp_G Min,Opp_Goals Allowed,Opp_Saves,Opp_W,Opp_L,Opp_T,Opp_RC,Opp_YC,Opp_Clears,Opp_Att,Opp_Clear Pct,Opp_OTG,Year
105,02/17/2018,Bucknell,@ Richmond,8-9,1,8,4,12,36,25,,,29,12,3,12,20,5,150,"3,600",9,13,,,,,,14,14,1.000/,,1,9,4,13,36,22,3,,29,12,2,8,20,4,180,"3,600",8,17,,,,,,14,15,0.933,,2018
106,02/24/2018,Bucknell,@ Colgate,13-10,1,13,5,18,28,18,1,,19,14,5,12,24,7,510/,"3,600",10,12,,,,,,11,15,0.733,,1,10,9,19,38,22,,,27,9,7,12,24,2,90,"3,600",13,5,,,,,,9,11,0.818,,2018
107,03/03/2018,Bucknell,Navy,8-13,1,8,2,10,25,15,1,,17,10,4,10,25,2,120,"3,600",13,11,,,,,,14,14,1.000/,,1,13,9,22,37,24,,,34,10,7,15,25,1,30,"3,600",8,7,,,,,,12,12,1.000/,,2018
108,03/10/2018,Bucknell,@ Holy Cross,12-4,1,12,5,17,37,23,2,,25,10,5,7,18,7,510/,"3,503",4,6,,,,,,17,17,1.000/,,1,4,4,8,31,10,1,,24,14,5,11,18,5,390,"3,503",12,11,,,,,,13,17,0.765,,2018
109,03/17/2018,Bucknell,Boston U.,16-9,1,16,11,27,39,26,1,,37,14,13,12,29,1,30,"3,600",9,8,,,,,,17,18,0.944,,1,9,8,17,24,17,,,31,19,9,17,29,4,210,"3,600",16,10,,,,,,12,15,0.800,,2018
110,03/20/2018,Bucknell,@ Penn,8-9,1,8,3,11,30,13,,,20,10,2,10,20,,,"3,600",9,9,,,,,,10,12,0.833,,1,9,7,16,27,18,,,17,9,3,10,20,1,30,"3,600",8,5,,,,,,11,12,0.917,,2018
111,03/24/2018,Bucknell,@ Loyola Maryland,12-11,1,12,6,18,37,20,3,,27,11,6,15,27,3,120,"3,600",11,9,,,,,,12,13,0.923,,1,11,7,18,31,20,,,24,11,7,12,27,6,300,"3,600",12,8,,,,,,11,13,0.846,,2018
112,03/31/2018,Bucknell,@ Army West Point,10-7,1,10,5,15,34,20,1,,27,16,5,10,21,2,90,"3,600",7,9,,,,,,13,16,0.813,,1,7,6,13,29,16,,,26,13,10,11,21,2,90,"3,600",10,10,,,,,,13,16,0.813,,2018
113,04/04/2018,Bucknell,@ Yale,9-8 (1),1,9,6,15,34,18,1,,19,8,7,6,19,5,210,"3,778",8,11,,,,,,14,15,0.933,1/,1,8,5,13,30,19,3,,26,13,4,13,19,5,300,"3,778",9,9,,,,,,12,17,0.706,,2018
114,04/07/2018,Bucknell,Mount St. Mary's,14-9,1,14,8,22,31,18,1,,27,12,16/,9,26,4,240,"3,600",9,9,,,,,,14,17,0.824,,1,9,7,16,28,18,1,,30,19,6,17,26,3,150,"3,600",14,4,,,,,,12,13,0.923,,2018
115,04/13/2018,Bucknell,Lafayette,15-6,1,15,8,23,45,27,1,,35,8,12,17,25,1,60,"3,600",6,7,,,,,,15,17,0.882,,1,6,4,10,26,13,,,24,15,4,8,25,2,120,"3,600",15,12,,,,,,14,17,0.824,,2018
116,04/20/2018,Bucknell,Lehigh,14-7,1,14,13,27,43,20,1,,33,8,12,9,24,2,90,"3,600",7,9,,,,,,15,16,0.938,,1,7,5,12,25,16,1,,23,13,4,15,24,5,240,"3,600",14,6,,,,,,8,10,0.800,,2018
117,04/24/2018,Bucknell,Boston U.,11-12,1,11,5,16,38,23,,,27,11,4,14,26,2,120,"3,600",12,5,,,,,,11,17,0.647,,1,12,10,22,25,17,2,,33,12,8,12,26,4,150,"3,600",11,12,,,,,,12,15,0.800,,2018
118,02/17/2018,Canisius,@ Dartmouth,12-13,1,12,9,21,26,18,5/,,30,15,8,13,26,6,300,"3,600",13,11,,,,,,13,14,0.929,,1,13,6,19,41,24,4,,32,15,7,13,26,7,420,"3,600",12,6,,,,,,13,20,0.650,,2018
119,02/20/2018,Canisius,@ Binghamton,12-10,1,12,8,20,31,19,1,,20,12,8,7,25,2,90,"3,591",10,8,,,,,,14,16,0.875,,1,10,2,12,37,18,,,25,11,9,18,25,4,240,"3,591",12,7,,,,,,8,10,0.800,,2018
120,02/24/2018,Canisius,"Furman
@ Wayne, Pa.",14-13 (1),1,14,9,23,33,26,1,,26,10,6,12,31,,,"3,614",13,8,,,,,,10,13,0.769,1/,1,13,7,20,39,21,,,32,15,3,19,31,3,90,"3,614",14,12,,,,,,10,12,0.833,,2018
121,03/04/2018,Canisius,Cleveland St.,12-11,1,12,6,18,35,26,,,26,12,6,12,27,2,90,"3,600",11,8,,,,,,17,19,0.895,,1,11,4,15,36,19,1,,31,15,4,15,27,2,90,"3,600",12,14,,,,,,12,14,0.857,,2018
122,03/17/2018,Canisius,@ Colgate,5-18,1,5,4,9,15,10,1,,13,12,3,7,27,3,150,"3,600",18,12,,,,,,11,12,0.917,,1,18,9,27,55/,30,2,,33,7,4,20,27,4,120,"3,600",5,5,,,,,,13,15,0.867,,2018
123,03/20/2018,Canisius,@ UAlbany,11-19,1,11,7,18,34,18,1,,29,13,3,8,34,3,180,"3,600",19/,13,,,,,,18,19,0.947,,1,19,11,30,49,32,2,,37,11,5,26,34/,2,90,"3,600",11,7,,,,,,13,14,0.929,,2018
124,03/24/2018,Canisius,@ Siena,13-12,1,13,10,23,39,25,1,,26,11,4,15,28,4,210,"3,600",12,10,,,,,,16,18,0.889,,1,12,5,17,36,22,2,,14,6,6,13,28,2,120,"3,600",13,12,,,,,,15,16,0.938,,2018
125,03/27/2018,Canisius,Hobart,9-19,1,9,5,14,19,14,,1,16,13,4,7,31,4,240,"3,600",19/,12,,,,,,15,17,0.882,,1,19,7,26,46,31,1,,36,12,4,24/,31,2,90,"3,600",9,5,,,,,,21,22,0.955,,2018
126,03/31/2018,Canisius,@ Marist,16-5,1,16,8,24,45,25,1,,23,7,5,14,24,1,30,"3,600",5,9,,,,,,18,18,1.000/,,1,5,2,7,27,14,,,19,9,5,10,24,4,150,"3,600",16,9,,,,,,12,13,0.923,,2018
127,04/07/2018,Canisius,Detroit Mercy,10-12,1,10,4,14,33,21,1,,29,14,8,11,25,,,"3,600",12,8,,,,,,17,20,0.850,,1,12,6,18,39,20,,,31,13,5,14,25,1,60,"3,600",10,11,,,,,,17,20,0.850,,2018
128,04/10/2018,Canisius,Robert Morris,9-11,1,9,8,17,35,20,,,29,18,8,12,24,2,120,"3,600",11,13,,,,,,26/,30/,0.867,,1,11,5,16,39,24,,,26,16,8,12,24,1,60,"3,600",9,11,,,,,,22,24,0.917,,2018
129,04/14/2018,Canisius,@ Quinnipiac,14-19,1,14,9,23,34,24,4,,28,11,9,13,36/,4,210,"3,600",19/,8,,,,,,11,14,0.786,,1,19/,7,26,44,27,1,,37,16,6,23/,36/,4,150,"3,600",14,10,,,,,,12,15,0.800,,2018
130,04/20/2018,Canisius,Manhattan,19-11,1,19/,11,30,37,31,,,37,12,14,15,33,3,120,"3,600",11,6,,,,,,21,24,0.875,,1,11,8,19,28,17,2,,35,22/,5,18,33,,,"3,600",19/,12,,,,,,9,13,0.692,,2018
131,04/27/2018,Canisius,Monmouth,12-13,1,12,8,20,33,24,2,,27,12,5,13,28,3,120,"3,600",13,9,,,,,,14,14,1.000/,,1,13,9,22,41,22,2,,22,10,5,15,28,3,90,"3,600",12,12,,,,,,16,18,0.889,,2018
132,05/03/2018,Canisius,"Quinnipiac
@ West Long Branch, NJ",11-10 (1),1,11,8,19,32,20,1,,26,13,8,6,25,1,30,"3,661",10,12,,,,,,19,20,0.950,1/,1,10,4,14,33,22,,,36,15,4,19,25,1,60,"3,661",11,9,,,,,,12,17,0.706,,2018
133,05/05/2018,Canisius,"Detroit Mercy
@ West Long Branch, NJ",10-9 (1),1,10,5,15,34,19,1,,31,13,6,9,23,3,150,"3,606",9,12,,,,,,20,22,0.909,1/,1,9,4,13,31,21,,,31,15,6,14,23,2,90,"3,606",10,9,,,,,,19,20,0.950,,2018
134,05/09/2018,Canisius,Robert Morris,6-12,1,6,5,11,26,12,,,26,20,3,13,22,4,210,"3,600",12,11,,,,,,18,21,0.857,,1,12,4,16,37,23,,,27,14,8,9,22,,,"3,600",6,6,,,,,,17,18,0.944,,2018
135,02/03/2018,Cleveland St.,Ohio St.,6-13,1,6,2,8,19,14,,,18,15,11,6,22,3,150,"3,600",13,9,,,,,,18,22,0.818,,1,13,4,17,40,22,1,,36,15,3,16,22,1,60,"3,600",6,8,,,,,,16,17,0.941,,2018
136,02/10/2018,Cleveland St.,@ Michigan,5-15,1,5,2,7,31,21,,,25,17,4,12,24,1,60,"3,600",15,7,,,,,,13,17,0.765,,1,15,6,21,44,22,1,,35,18,10,12,24,4,180,"3,600",5,16/,,,,,,21,26/,0.808,,2018
137,02/13/2018,Cleveland St.,Mercer,9-10 (1),1,9,5,14,48,18,4,,33,13,8,12,22,4,150,"3,693",10,6,,,,,,12,15,0.800,,1,10,3,13,34,16,1,,28,16,6,10,22,7,300,"3,693",9,9,,,,,,16,19,0.842,1/,2018
138,02/17/2018,Cleveland St.,@ Bellarmine,9-13,1,9,5,14,35,21,1,,17,13,7,9,23,4,150,"3,600",13,6,,,,,,13,16,0.813,,1,13,10,23,32,19,3,,28,19,9,14,23,8,300,"3,600",9,12,,,,,,14,17,0.824,,2018
139,02/23/2018,Cleveland St.,@ Air Force,8-7,1,8,5,13,30,17,1,,14,11,3,6,17,1,30,"3,600",7,12,,,,,,24,24,1.000,,1,7,2,9,30,19,,,21,14,7,11,17,2,90,"3,600",8,9,,,,,,26/,28/,0.929,,2018
140,02/25/2018,Cleveland St.,@ Denver,8-17,1,8,5,13,29,17,,,23,14,9,4,28,3,120,"3,600",17,8,,,,,,18,22,0.818,,1,17,9,26,40,25,1,,36,21/,6,24,28,1,60,"3,600",8,9,,,,,,14,20,0.700,,2018
141,03/04/2018,Cleveland St.,@ Canisius,11-12,1,11,4,15,36,19,1,,31,15,4,15,27,2,90,"3,600",12,14,,,,,,12,14,0.857,,1,12,6,18,35,26,,,26,12,6,12,27,2,90,"3,600",11,8,,,,,,17,19,0.895,,2018
142,03/13/2018,Cleveland St.,Lafayette,12-6,1,12,5,17,44,24,,,35,17,7,10,22,2,120,"3,600",6,11,,,,,,18,21,0.857,,1,6,2,8,35,17,,,34,18,10,12,22,4,180,"3,600",12,12,,,,,,16,20,0.800,,2018
143,03/18/2018,Cleveland St.,Duke,3-9,1,3,,3,26,10,,,25,21,5,10,16,2,60,"3,600",9,17,,,,,,16,19,0.842,,1,9,2,11,39,26,1,,27,11,15/,6,16,5,210,"3,600",3,7,,,,,,23,25,0.920,,2018
144,03/24/2018,Cleveland St.,@ Penn St.,5-16,1,5,2,7,25,14,,,24,16,4,11,24,3,150,"3,600",16,13,,,,,,15,18,0.833,,1,16,10,26,50,29,2,,26,7,12/,13,24,3,150,"3,600",5,9,,,,,,14,15,0.933,,2018
145,04/07/2018,Cleveland St.,Hampton,19-6,1,19,12,31,57,37,3,,43,14,9,23,29,1,30,"3,600",6,8,,,,,,25,25,1.000,,1,6,1,7,24,14,,,23,14,8,6,29,6,210,"3,600",19,18,,,,,,21,22,0.955,,2018
146,04/14/2018,Cleveland St.,@ Robert Morris,5-14,1,5,4,9,34,22,1,,22,13,10,16,22,3,150,"3,600",14,13,,,,,,15,15,1.000,,1,14,10,24,31,27,1,,26,12,11,6,22,3,120,"3,600",5,17,,,,,,20,23,0.870,,2018
147,04/21/2018,Cleveland St.,Sacred Heart,15-9,1,15,8,23,40,25,1,1,32,14,5,16,27,4,180,"3,600",9,12,,,,,,15,18,0.833,,1,9,4,13,40,21,2,,26,10,6,11,27,4,300,"3,600",15,10,,,,,,17,20,0.850,,2018
148,04/28/2018,Cleveland St.,@ Detroit Mercy,6-12,1,6,3,9,33,16,,,32,20,12,8,21,2,120,"3,600",12,12,,,,,,24,28,0.857,,1,12,7,19,38,24,1,,39,17,12,13,21,4,300,"3,600",6,10,,,,,,22,25,0.880,,2018
149,02/10/2018,Colgate,@ Marist,18-12,1,18,11,29,45,28,2,,35,8,7,18,32,9/,360,"3,600",12,8,,,,,,15,15,1.000/,,1,12,7,19,32,20,3,,20,12,3,14,32,3,150,"3,600",18,10,,,,,,12,14,0.857,,2018
150,02/13/2018,Colgate,Binghamton,21-7,1,21,11,32,44,34,2,,38,13,4,23,29,4,210,"3,600",7,7,,,,,,10,11,0.909,,1,7,3,10,21,14,,,15,14,4,6,29,8/,450/,"3,600",21/,13,,,,,,10,16,0.625,,2018
151,02/17/2018,Colgate,Cornell,14-11,1,14,9,23,37,24,1,,33,8,7,22,29,3,90,"3,600",11,9,,,,,,10,11,0.909,,1,11,6,17,30,20,1,,17,9,2,7,29,4,210,"3,600",14,10,,,,,,12,17,0.706,,2018
152,02/24/2018,Colgate,Bucknell,10-13,1,10,9,19,38,22,,,27,9,7,12,24,2,90,"3,600",13,5,,,,,,9,11,0.818,,1,13,5,18,28,18,1,,19,14,5,12,24,7,510/,"3,600",10,12,,,,,,11,15,0.733,,2018
153,03/03/2018,Colgate,@ Lehigh,7-10,1,7,3,10,19,13,,,18,17,6,9,20,4,210,"3,600",10,3,,,,,,11,16,0.688,,1,10,8,18,26,13,,,33,13,9,11,20,2,90,"3,600",7,6,,,,,,15,15,1.000/,,2018
154,03/06/2018,Colgate,@ Hobart,11-12,1,11,3,14,34,20,,,25,14,4,12,26,2,90,"3,600",12,12,,,,,,19,21,0.905,,1,12,3,15,44,24,,,32,11,8,14,26,2,60,"3,600",11,9,,,,,,17,18,0.944,,2018
155,03/10/2018,Colgate,@ Boston U.,16-9,1,16,12,28,43,24,3,,30,15,5,20,28,4,180,"3,600",9,8,,,,,,8,9,0.889,,1,9,6,15,34,17,2,,20,12,9,8,28,7,390,"3,600",16,8,,,,,,13,14,0.929,,2018
156,03/17/2018,Colgate,Canisius,18-5,1,18,9,27,55/,30,2,,33,7,4,20,27,4,120,"3,600",5,5,,,,,,13,15,0.867,,1,5,4,9,15,10,1,,13,12,3,7,27,3,150,"3,600",18,12,,,,,,11,12,0.917,,2018
157,03/24/2018,Colgate,Army West Point,8-6,1,8,1,9,28,16,,,25,15,5,12,18,2,90,"3,600",6,12,,,,,,13,18,0.722,,1,6,4,10,35,18,,,21,10,9,6,18,,,"3,600",8,8,,,,,,15,17,0.882,,2018
158,03/31/2018,Colgate,Loyola Maryland,7-11,1,7,4,11,31,17,2,,32,19,4,17,22,3,150,"3,600",11,14,,,,,,14,16,0.875,,1,11,7,18,33,25,,,29,10,11,5,22,6,270,"3,600",7,10,,,,,,15,17,0.882,,2018
159,04/07/2018,Colgate,@ Navy,10-12,1,10,3,13,47,20,,,28,12,8,12,25,1,30,"3,600",12,8,,,,,,16,16,1.000/,,1,12,9,21,37,20,1,,26,15,2,13,25,,,"3,600",10,10,,,,,,14,17,0.824,,2018
160,04/14/2018,Colgate,Holy Cross,10-12,1,10,7,17,38,23,1,,23,13,6,11,24,4,180,"3,600",12,12,,,,,,15,18,0.833,,1,12,4,16,39,24,2,,22,15,4,13,24,3,90,"3,600",10,13,,,,,,16,17,0.941,,2018
161,04/20/2018,Colgate,@ Lafayette,17-9,1,17,11,28,41,25,4,,35,6,5,16,28,6,210,"3,600",9,10,,,,,,12,12,1.000/,,1,9,3,12,32,19,,,23,10,3,12,28,6,270,"3,600",17,8,,,,,,11,14,0.786,,2018
162,04/24/2018,Colgate,@ Lehigh,6-11,1,6,3,9,31,19,,,36,13,10,9,20,3,120,"3,600",11,11,,,,,,15,17,0.882,,1,11,8,19,32,22,1,,26,15,9,11,20,1,60,"3,600",6,13,,,,,,16,18,0.889,,2018
163,05/05/2018,Colgate,@ Syracuse,5-17,1,5,2,7,34,12,1,,18,16,3,12,26,4,180,"3,600",17,12,,,,,,14,18,0.778,,1,17,9,26,41,29,3,,33,10,10,14,26,3,150,"3,600",5,7,,,,,,16,17,0.941,,2018
164,02/17/2018,Cornell,@ Colgate,11-14,1,11,6,17,30,20,1,,17,9,2,7,29,4,210,"3,600",14,10,,,,,,12,17,0.706,,1,14,9,23,37,24,1,,33,8,7,22,29,3,90,"3,600",11,9,,,,,,10,11,0.909,,2018
165,02/24/2018,Cornell,Hobart,15-8,1,15,10,25,32,23,1,,28,14,6,13,26,6,180,"3,600",8,19,,,,,,17,23,0.739,,1,8,5,13,39,27,1,,25,9,6,13,26,2,60,"3,600",15,8,,,,,,11,12,0.917,,2018
166,03/04/2018,Cornell,@ UAlbany,9-11,1,9,4,13,33,16,1,,18,11,8,,24,7,300,"3,600",11,19,,,,,,23/,27/,0.852,,1,11,8,19,40,30,2,,46,16,5,24,24,2,90,"3,600",9,7,,,,,,15,16,0.938,,2018
167,03/06/2018,Cornell,Binghamton,18-2,1,18,14,32,35,25,1,1/,28,9,8,12,24,5,210,"3,600",2,10,,,,,,21,22,0.955,,1,2,,2,26,12,,,22,16,5,12,24,3,120,"3,600",18,7,,,,,,11,15,0.733,,2018
168,03/10/2018,Cornell,"Penn St.
@ Sparks, Md.",9-7,1,9,6,15,41,22,,,28,12,8,8,19,1,30,"3,600",7,13,,,,,,12,16,0.750,,1,7,6,13,29,20,,,21,14,5,11,19,6,240,"3,600",9,13,,,,,,12,17,0.706,,2018
169,03/17/2018,Cornell,Yale,11-13,1,11,5,16,37,17,1,,23,14,4,17,28,1,60,"3,600",13,11,,,,,,11,12,0.917,,1,13,3,16,33,24,,,22,10,5,11,28,3,240,"3,600",11,6,,,,,,15,18,0.833,,2018
170,03/24/2018,Cornell,@ Penn,20-13,1,20,13,33,46,30,2,,31,6,4,21,36,,,"3,600",13,6,,,,,,10,10,1.000/,,1,13,7,20,24,19,,,20,10,1,15,36,3,120,"3,600",20,10,,,,,,9,10,0.900,,2018
171,03/27/2018,Cornell,Air Force,23-5,1,23,17,40,37,30,1,,35,8,7,21,31,3,90,"3,600",5,6,,,,,,14,15,0.933,,1,5,2,7,19,11,1,,18,15,4,10,31,2,90,"3,600",23/,7,,,,,,9,17,0.529,,2018
172,03/31/2018,Cornell,@ Dartmouth,22-11,1,22,18/,40,35,27,2,,44,15,8,21,36,5,330,"3,600",11,12,,,,,,14,15,0.933,,1,11,6,17,37,23,3,,34,13,7,15,36,3,150,"3,600",22,5,,,,,,11,11,1.000/,,2018
173,04/07/2018,Cornell,Harvard,15-11,1,15,12,27,40,26,,,32,11,6,19,30,8,360,"3,600",11,10,,,,,,13,14,0.929,,1,11,7,18,37,21,5/,,20,13,3,11,30,3,120,"3,600",15,11,,,,,,13,17,0.765,,2018
174,04/10/2018,Cornell,Syracuse,13-8,1,13,9,22,33,22,1,,43,15,8,13,25,1,30,"3,600",8,14,,,,,,19,22,0.864,,1,8,5,13,30,22,,,30,14,9,12,25,3,150,"3,600",13,9,,,,,,14,15,0.933,,2018
175,04/14/2018,Cornell,@ Lehigh,12-10,1,12,8,20,23,17,2,,30,15,9,7,25,4,150,"3,600",10,10,,,,,,17,21,0.810,,1,10,3,13,32,20,3,1/,39,16,10,18,25,8,420,"3,600",12,5,,,,,,9,11,0.818,,2018
176,04/21/2018,Cornell,Brown,19-5,1,19,15,34,46,33,,,37,6,10,9,26,4,150,"3,600",5,11,,,,,,21,22,0.955,,1,5,3,8,33,16,,,30,21,2,17,26,1,30,"3,600",19,14,,,,,,14,16,0.875,,2018
177,04/28/2018,Cornell,@ Princeton,8-14,1,8,5,13,33,18,2,,25,10,10,10,24,5,180,"3,600",14,7,,,,,,16,18,0.889,,1,14,6,20,38,21,,,28,14,6,14,24,5,270,"3,600",8,10,,,,,,18,21,0.857,,2018
178,05/04/2018,Cornell,"Brown
@ New York, N.Y.",7-4,1,7,6,13,32,21,,,23,12,11,5,14,5,240,"3,600",4,19,,,,,,20,24,0.833,,1,4,3,7,42,23,2,,23,17,5,9,14,1,60,"3,600",7,14,,,,,,16,19,0.842,,2018
179,05/06/2018,Cornell,"Yale
@ New York, N.Y.",14-8,1,14,10,24,22,16,,,26,17,8,10,26,,,"3,600",8,16,,,,,,19,22,0.864,,1,8,1,9,35,24,,,30,11,13,16,26,,,"3,600",14,2,,,,,,16,18,0.889,,2018
180,05/13/2018,Cornell,@ Syracuse,10-9,1,10,7,17,35,22,3,,21,12,7,6,22,3,150,"3,600",9,8,,,,,,13,15,0.867,,1,9,4,13,37,17,,,37,15,9,16,22,4,210,"3,600",10,12,,,,,,13,16,0.813,,2018
181,05/20/2018,Cornell,"Maryland
@ Annapolis, Md.",8-13,1,8,7,15,38,16,,,30,9,4,9,24,1,60,"3,600",13,7,,,,,,10,13,0.769,,1,13,10,23,30,20,1,,23,12,5,15,24,3,120,"3,600",8,8,,,,,,13,15,0.867,,2018
182,02/17/2018,Dartmouth,Canisius,13-12,1,13,6,19,41,24,4,,32,15,7,13,26,7,420,"3,600",12,6,,,,,,13,20,0.650,,1,12,9,21,26,18,5/,,30,15,8,13,26,6,300,"3,600",13,11,,,,,,13,14,0.929,,2018
183,02/20/2018,Dartmouth,@ Boston U.,4-10,1,4,1,5,25,17,,,17,13,4,6,18,2,120,"3,600",10,11,,,,,,12,18,0.667,,1,10,7,17,42,21,,,25,13,6,12,18,3,90,"3,600",4,13,,,,,,13,16,0.813,,2018
184,02/24/2018,Dartmouth,@ Sacred Heart,11-17,1,11,7,18,30,20,2,,29,17,8,9,32,3,180,"3,600",17,11,,,,,,20,23,0.870,,1,17,7,24,46,28,3,,32,12,12,23,32,3,150,"3,600",11,9,,,,,,14,15,0.933,,2018
185,03/03/2018,Dartmouth,Wagner,9-8,1,9,7,16,33,17,,,38,13,10,4,20,6,330,"3,600",8,12,,,,,,18,21,0.857,,1,8,6,14,32,20,2,,30,16,6,16,20,3,120,"3,600",9,8,,,,,,13,17,0.765,,2018
186,03/17/2018,Dartmouth,@ St. John's (NY),5-12,1,5,2,7,25,15,,,26,14,3,11,20,3,120,"3,600",12,12,,,,,,14,16,0.875,,1,12,4,16,39,24,2,,35,11,9,9,20,5,270,"3,600",5,10,,,,,,16,20,0.800,,2018
187,03/20/2018,Dartmouth,@ Virginia,6-12,1,6,1,7,23,14,,,31,18,5,8,21,2,90,"3,600",12,12,,,,,,17,20,0.850,,1,12,10,22,40,24,,,45,12,14,13,21,1,60,"3,600",6,8,,,,,,19,22,0.864,,2018
188,03/24/2018,Dartmouth,@ Harvard,8-10,1,8,2,10,29,18,1,,25,15,4,11,22,3,120,"3,600",10,15,,,,,,9,11,0.818,,1,10,6,16,38,25,,,28,12,6,11,22,3,150,"3,600",8,10,,,,,,14,14,1.000/,,2018
189,03/31/2018,Dartmouth,Cornell,11-22,1,11,6,17,37,23,3,,34,13,7,15,36,3,150,"3,600",22,5,,,,,,11,11,1.000/,,1,22,18/,40,35,27,2,,44,15,8,21,36,5,330,"3,600",11,12,,,,,,14,15,0.933,,2018
190,04/07/2018,Dartmouth,Yale,7-17,1,7,2,9,31,17,1,,25,18,8,7,27,4,210,"3,600",17,8,,,,,,18,23,0.783,,1,17,10,27,43,25,3,,40,20,11,20,27,7,360,"3,600",7,10,,,,,,20,22,0.909,,2018
191,04/10/2018,Dartmouth,@ UMass Lowell,8-9 (2),1,8,4,12,38,25,1,,36,18,8,12,21,5,210,"3,951",9,14,,,,,,15,18,0.833,,1,9,3,12,39,23,2,,43,16,13,9,21,5,210,"3,951",8,17,,,,,,17,22,0.773,1/,2018
192,04/14/2018,Dartmouth,@ Princeton,13-24,1,13,11,24,33,24,,1/,28,13,6,18,40,7,300,"3,600",24,9,,,,,,4,7,0.571,,1,24,18/,42/,51,33,4,,33,7,6,22/,40,6,240,"4,200/",13,11,,,,,,9,10,0.900,,2018
193,04/21/2018,Dartmouth,Penn,9-10 (2),1,9,4,13,26,15,1,,33,15,10,8,23,3,180,"3,905",10,14,,,,,,13,17,0.765,,1,10,7,17,42,24,,,30,17,7,15,23,5,210,"3,905",9,6,,,,,,17,18,0.944,1/,2018
194,04/28/2018,Dartmouth,@ Brown,6-20,1,6,4,10,33,18,1,,21,13,7,11,29,3,150,"3,600",20,12,,,,,,14,17,0.824,,1,20,12,32,54,32,1,,41,13,5,18,29,2,60,"3,600",6,12,,,,,,17,19,0.895,,2018
195,02/10/2018,Delaware,Mount St. Mary's,16-12,1,16,9,25,43,28,1,,29,12,13,15,31,2,90,"3,600",12,11,,,,,,18,20,0.900,,1,12,5,17,31,23,,,23,18,7,16,31,6,330,"3,600",16,12,,,,,,12,18,0.667,,2018
196,02/17/2018,Delaware,NJIT,11-6,1,11,3,14,45,23,,,32,8,7,13,21,3,150,"3,600",6,14,,,,,,14,15,0.933,,1,6,3,9,34,20,2,,24,12,4,8,21,2,60,"3,600",11,12,,,,,,12,14,0.857,,2018
197,02/24/2018,Delaware,@ Monmouth,15-11,1,15,9,24,41,25,3,,38,14,7,22,30,4,180,"3,600",11,12,,,,,,9,11,0.818,,1,11,5,16,33,23,2,1,23,10,9,8,30,7,420,"3,600",15,10,,,,,,12,14,0.857,,2018
198,03/03/2018,Delaware,Villanova,12-13,1,12,3,15,35,19,,,19,4,3,10,27,5,210,"3,600",13,15,,,,,,12,14,0.857,,1,13,7,20,43,28,3,,21,3,2,17,27,4,240,"3,600",12,7,,,,,,9,9,1.000/,,2018
199,03/06/2018,Delaware,Mercer,8-10,1,8,6,14,35,15,1,,31,14,11,14,21,4,300,"3,600",10,8,,,,,,12,15,0.800,,1,10,7,17,28,18,1,,19,13,14,7,21,6,210,"3,600",8,7,,,,,,10,14,0.714,,2018
200,03/10/2018,Delaware,@ Binghamton,7-8 (2),1,7,3,10,38,21,,,24,12,9,14,20,3,120,"4,320/",8,12,,,,,,11,13,0.846,,1,8,4,12,43,20,,,23,12,9,6,20,3,150,"4,320/",7,14,,,,,,17,17,1.000/,1/,2018
201,03/17/2018,Delaware,@ Johns Hopkins,8-14,1,8,2,10,35,13,1,,17,8,3,6,26,2,120,"3,600",14,13,,,,,,14,15,0.933,,1,14,10,24,50,27,,,27,10,5,20,26,3,150,"3,600",8,5,,,,,,9,10,0.900,,2018
202,03/24/2018,Delaware,@ Rutgers,10-15,1,10,3,13,35,20,,,29,17,3,15,29,5,240,"3,600",15,12,,,,,,9,11,0.818,,1,15,9,24,44,27,1,,30,10,11,14,29,5,150,"3,600",10,10,,,,,,13,15,0.867,,2018
203,03/31/2018,Delaware,Fairfield,11-10,1,11,5,16,33,20,,,35,13,6,14,25,2,120,"3,600",10,10,,,,,,14,18,0.778,,1,10,3,13,25,20,,,23,11,5,11,25,3,150,"3,600",11,9,,,,,,14,16,0.875,,2018
204,04/06/2018,Delaware,Massachusetts,8-9,1,8,2,10,30,20,1,,18,13,6,4,18,4,180,"3,600",9,9,,,,,,16,21,0.762,,1,9,4,13,34,18,,,30,15,6,14,18,4,180,"3,600",8,12,,,,,,18,20,0.900,,2018
205,04/14/2018,Delaware,@ Hofstra,10-9,1,10,5,15,26,20,,,22,6,6,6,22,,,"3,600",9,12,,,,,,15,15,1.000/,,1,9,4,13,36,21,,,25,9,2,16,22,2,90,"3,600",10,10,,,,,,12,12,1.000/,,2018
206,04/21/2018,Delaware,@ Towson,7-13,1,7,5,12,27,12,3,,18,8,5,2,24,2,120,"3,600",13,14,,,,,,17,19,0.895,,1,13,6,19,48,27,,,40,13,3,22,24,5,240,"3,600",7,5,,,,,,11,15,0.733,,2018
